OID_,FID_WCSHP,FID_1,COUNTRY,ISO,COUNTRYAFF,AFF_ISO,SHAPE_Leng,FID_WorldCup_XYTableToPoint1,National_Team,Number,POS,PLAYER_NAME,FIRST_NAME_S_,LAST_NAME_S_,NAME_ON_SHIRT,DOB,CLUB,HEIGHT__CM_,Birth,birth_lat,birth_long
522,58,58,Croatia,HR,Croatia,HR,37.58922917,202,Croatia,20,Defender,GVARDIOL Josko,Joško,GVARDIOL,GVARDIOL,1/23/2002 0:00,RB Leipzig (GER),185,"Zagreb, Croatia",45.8150108,15.981919
523,58,58,Croatia,HR,Croatia,HR,37.58922917,204,Croatia,22,Defender,JURANOVIC Josip,Josip,JURANOVIĆ,JURANOVIĆ,8/16/1995 0:00,Celtic FC (SCO),173,"Zagreb, Croatia",45.8150108,15.981919
524,201,201,Serbia,RS,Serbia,RS,19.48499229,650,Serbia,1,Goalkeeper,DMITROVIC Marko,Marko,DMITROVIĆ,DMITROVIĆ,1/24/1992 0:00,Sevilla FC (ESP),194,"Subotica, SR Serbia, SFR Yugoslavia",46.0969581,19.65763
525,220,220,Switzerland,CH,Switzerland,CH,15.53152262,707,Switzerland,6,Midfielder,ZAKARIA Denis,Denis Lemi,ZAKARIA LAKO LADO,ZAKARIA,11/20/1996 0:00,Chelsea FC (ENG),189,"Geneva, Switzerland",46.2043907,6.1431577
526,220,220,Switzerland,CH,Switzerland,CH,15.53152262,703,Switzerland,2,Defender,FERNANDES Edimilson,Edimilson,FERNANDES RIBEIRO,FERNANDES,4/15/1996 0:00,FSV Mainz 05 (GER),190,"Sion, Switzerland",46.2331221,7.360626
527,79,79,France,FR,France,FR,65.84704267,644,Senegal,21,Forward,DIA Boulaye,Boulaye,DIA,DIA,11/16/1996 0:00,US Salernitana (ITA),180,"Oyonnax, France",46.257773,5.655335
528,79,79,France,FR,France,FR,65.84704267,293,France,7,Forward,GRIEZMANN Antoine,Antoine,GRIEZMANN,GRIEZMANN,3/21/1991 0:00,CA Atlético Madrid (ESP),173,"Mâcon, France",46.3068839,4.828731
529,220,220,Switzerland,CH,Switzerland,CH,15.53152262,502,Netherlands,9,Forward,DE JONG Luuk,Luuk,DE JONG,L. DE JONG,8/27/1990 0:00,PSV Eindhoven (NED),188,"Aigle, Switzerland",46.3190253,6.970566
530,220,220,Switzerland,CH,Switzerland,CH,15.53152262,702,Switzerland,1,Goalkeeper,SOMMER Yann,Yann,SOMMER,SOMMER,12/17/1988 0:00,VfL Borussia Mönchengladbach (GER),183,"Morges, Switzerland",46.5088127,6.4961301
531,220,220,Switzerland,CH,Switzerland,CH,15.53152262,715,Switzerland,14,Midfielder,AEBISCHER Michel,Michel,AEBISCHER,AEBISCHER,1/6/1997 0:00,Bologna FC (ITA),183,"Fribourg, Switzerland",46.8064773,7.1619719
532,220,220,Switzerland,CH,Switzerland,CH,15.53152262,713,Switzerland,12,Goalkeeper,OMLIN Jonas,Jonas,OMLIN,OMLIN,1/10/1994 0:00,Montpellier HSC (FRA),190,"Sarnen, Switzerland",46.8959313,8.2456758
533,220,220,Switzerland,CH,Switzerland,CH,15.53152262,709,Switzerland,8,Midfielder,FREULER Remo,Remo Marco,FREULER,FREULER,4/15/1992 0:00,Nottingham Forest FC (ENG),181,"Ennenda, Switzerland",47.0338781,9.0775529
534,220,220,Switzerland,CH,Switzerland,CH,15.53152262,718,Switzerland,17,Forward,VARGAS Ruben,Ruben Estephan,VARGAS MARITNEZ,VARGAS,8/5/1998 0:00,FC Augsburg (GER),179,"Adligenswil, Switzerland",47.071186,8.3647405
535,220,220,Switzerland,CH,Switzerland,CH,15.53152262,726,Switzerland,25,Midfielder,RIEDER Fabian,Fabian,RIEDER,RIEDER,2/16/2002 0:00,BSC Young Boys (SUI),181,"Koppigen, Switzerland",47.133724,7.6017869
536,239,238,United States,US,United States,US,726.1060557,787,USA,8,Midfielder,McKENNIE Weston,Weston James Earl,MCKENNIE,MCKENNIE,8/28/1998 0:00,Juventus FC (ITA),185,"Fort Lewis, Washington, United States",47.1342432,-122.4857321
537,220,220,Switzerland,CH,Switzerland,CH,15.53152262,710,Switzerland,9,Forward,SEFEROVIC Haris,Haris,SEFEROVIC,SEFEROVIC,2/22/1992 0:00,Galatasaray SK (TUR),186,"Sursee, Switzerland",47.1714819,8.1111312
538,220,220,Switzerland,CH,Switzerland,CH,15.53152262,727,Switzerland,26,Midfielder,JASHARI Ardon,Ardon,JASHARI,JASHARI,7/30/2002 0:00,FC Luzern (SUI),181,"Cham, Switzerland",47.181225,8.4592089
539,220,220,Switzerland,CH,Switzerland,CH,15.53152262,567,Portugal,22,Goalkeeper,DIOGO COSTA,Diogo,MEIRELES DA COSTA,DIOGO COSTA,9/19/1999 0:00,FC Porto (POR),192,"Rothrist, Switzerland",47.302214,7.8774496
540,79,79,France,FR,France,FR,65.84704267,301,France,15,Midfielder,VERETOUT Jordan,Jordan Marcel Gilbert,VERETOUT,VERETOUT,3/1/1993 0:00,Olympique Marseille (FRA),177,"Ancenis, France",47.365464,-1.177491
541,220,220,Switzerland,CH,Switzerland,CH,15.53152262,646,Senegal,23,Goalkeeper,DIENG Seny,Seny Timothy,DIENG,SENY,11/23/1994 0:00,Queens Park Rangers FC (ENG),195,"Zürich, Switzerland",47.3768866,8.541694
542,220,220,Switzerland,CH,Switzerland,CH,15.53152262,705,Switzerland,4,Defender,ELVEDI Nico,Nico,ELVEDI,ELVEDI,9/30/1996 0:00,VfL Borussia Mönchengladbach (GER),187,"Zürich, Switzerland",47.3768866,8.541694
543,220,220,Switzerland,CH,Switzerland,CH,15.53152262,714,Switzerland,13,Defender,RODRIGUEZ Ricardo,Ricardo Ivan,RODRIGUEZ ARAYA,RODRIGUEZ,8/25/1992 0:00,Torino FC (ITA),180,"Zürich, Switzerland",47.3768866,8.541694
544,220,220,Switzerland,CH,Switzerland,CH,15.53152262,716,Switzerland,15,Midfielder,SOW Djibril,Mohameth Djibril Ibrahima,SOW,SOW,2/6/1997 0:00,Eintracht Frankfurt (GER),183,"Zürich, Switzerland",47.3768866,8.541694
545,220,220,Switzerland,CH,Switzerland,CH,15.53152262,717,Switzerland,16,Midfielder,FASSNACHT Christian,Christian Andreas,FASSNACHT,FASSNACHT,11/11/1993 0:00,BSC Young Boys (SUI),185,"Zürich, Switzerland",47.3768866,8.541694
546,220,220,Switzerland,CH,Switzerland,CH,15.53152262,722,Switzerland,21,Goalkeeper,KOBEL Gregor,Gregor,KOBEL,KOBEL,12/6/1997 0:00,Borussia Dortmund (GER),194,"Zürich, Switzerland",47.3768866,8.541694
547,220,220,Switzerland,CH,Switzerland,CH,15.53152262,704,Switzerland,3,Defender,WIDMER Silvan,Silvan Dominic,WIDMER,WIDMER,3/5/1993 0:00,FSV Mainz 05 (GER),183,"Aarau, Switzerland",47.390434,8.0457015
548,220,220,Switzerland,CH,Switzerland,CH,15.53152262,712,Switzerland,11,Defender,STEFFEN Renato,Renato,STEFFEN,STEFFEN,11/3/1991 0:00,FC Lugano (SUI),170,"Aarau, Switzerland",47.390434,8.0457015
549,79,79,France,FR,France,FR,65.84704267,627,Senegal,4,Defender,DIALLO Abdou,Abdou Lakhad,DIALLO,DIALLO,5/4/1996 0:00,RB Leipzig (GER),187,"Tours, France",47.394144,0.68484
550,220,220,Switzerland,CH,Switzerland,CH,15.53152262,723,Switzerland,22,Defender,SCHAER Fabian,Fabian Lukas,SCHÄR,SCHÄR,12/20/1991 0:00,Newcastle United FC (ENG),186,"Wil, Switzerland",47.4635617,9.0479097
551,79,79,France,FR,France,FR,65.84704267,124,Cameroon,20,Forward,MBEUMO Bryan,Bryan Tetsadong Marceau,MBEUMO,MBEUMO,8/7/1999 0:00,Brentford FC (ENG),173,"Avallon, France",47.48822,3.907722
552,220,220,Switzerland,CH,Switzerland,CH,15.53152262,706,Switzerland,5,Defender,AKANJI Manuel,Manuel Obafemi,AKANJI,AKANJI,7/19/1995 0:00,Manchester City FC (ENG),186,"Neftenbach, Switzerland",47.5266537,8.6688227
553,220,220,Switzerland,CH,Switzerland,CH,15.53152262,720,Switzerland,19,Forward,OKAFOR Noah,Noah Arinzechukwu,OKAFOR,OKAFOR,5/24/2000 0:00,FC Red Bull Salzburg (AUT),185,"Binningen, Switzerland",47.5378697,7.5709878
554,220,220,Switzerland,CH,Switzerland,CH,15.53152262,721,Switzerland,20,Midfielder,FREI Fabian,Fabian,FREI,FREI,1/8/1989 0:00,FC Basel (SUI),183,"Frauenfeld, Switzerland",47.5535997,8.8987541
555,220,220,Switzerland,CH,Switzerland,CH,15.53152262,654,Serbia,5,Defender,VELJKOVIC Milos,Miloš,VELJKOVIĆ,VELJKOVIĆ,9/26/1995 0:00,SV Werder Bremen (GER),188,"Basel, Switzerland",47.5595986,7.5885761
556,220,220,Switzerland,CH,Switzerland,CH,15.53152262,711,Switzerland,10,Midfielder,XHAKA Granit,Granit,XHAKA,XHAKA,9/27/1992 0:00,Arsenal FC (ENG),183,"Basel, Switzerland",47.5595986,7.5885761
557,220,220,Switzerland,CH,Switzerland,CH,15.53152262,719,Switzerland,18,Defender,COEMERT Eray,Eray Ervin,CÖMERT,CÖMERT,2/4/1998 0:00,Valencia CF (ESP),183,"	Basel, Switzerland",47.5595986,7.5885761
558,239,238,United States,US,United States,US,726.1060557,795,USA,16,Forward,MORRIS Jordan,Jordan Perry,MORRIS,MORRIS,10/26/1994 0:00,Seattle Sounders FC (USA),183,"Seattle, Washington, U.S.",47.6062095,-122.3320708
559,239,238,United States,US,United States,US,726.1060557,801,USA,22,Defender,YEDLIN DeAndre,De Andre Roselle,YEDLIN,YEDLIN,7/9/1993 0:00,Inter Miami FC (USA),171,"Seattle, Washington, United States",47.6062095,-122.3320708
560,86,86,Germany,DE,Germany,DE,56.11503765,325,Germany,13,Midfielder,MUELLER Thomas,Thomas,MÜLLER,MÜLLER,9/13/1989 0:00,FC Bayern München (GER),185,"Weilheim in Oberbayern, West Germany",47.8422367,11.1427463
561,86,86,Germany,DE,Germany,DE,56.11503765,323,Germany,11,Midfielder,GOETZE Mario,Mario,GÖTZE,GÖTZE,6/3/1992 0:00,Eintracht Frankfurt (GER),176,"Memmingen, Germany",47.9837999,10.1801883
562,86,86,Germany,DE,Germany,DE,56.11503765,316,Germany,4,Defender,GINTER Matthias,Matthias Lukas,GINTER,GINTER,1/19/1994 0:00,SC Freiburg (GER),189,"Freiburg im Breisgau, Germany",47.9990077,7.8421043
563,86,86,Germany,DE,Germany,DE,56.11503765,747,Tunisia,20,Defender,DRAGER Mohamed,Mohamed,DRAGER,DRAGER,6/25/1996 0:00,FC Luzern (SUI),180,"Freiburg im Breisgau, Germany",47.9990077,7.8421043
564,86,86,Germany,DE,Germany,DE,56.11503765,332,Germany,20,Defender,GUENTER Christian,Christian,GÜNTER,GÜNTER,2/28/1993 0:00,SC Freiburg (GER),184,"	Villingen-Schwenningen, Germany",48.0594021,8.4640869
565,86,86,Germany,DE,Germany,DE,56.11503765,184,Croatia,2,Defender,STANISIC Josip,Josip,STANIŠIĆ,STANIŠIĆ,4/2/2000 0:00,FC Bayern München (GER),186,"Munich, Germany",48.1351253,11.5819806
566,86,86,Germany,DE,Germany,DE,56.11503765,336,Germany,24,Forward,ADEYEMI Karim,Karim David,ADEYEMI,ADEYEMI,1/18/2002 0:00,Borussia Dortmund (GER),180,"Munich, Germany",48.1351253,11.5819806
567,86,86,Germany,DE,Germany,DE,56.11503765,318,Germany,6,Midfielder,KIMMICH Joshua,Joshua Walter,KIMMICH,KIMMICH,2/8/1995 0:00,FC Bayern München (GER),177,"Rottweil, Germany",48.1652577,8.628453
568,79,79,France,FR,France,FR,65.84704267,626,Senegal,3,Defender,KOULIBALY Kalidou,Kalidou,KOULIBALY,KOULIBALY,6/20/1991 0:00,Chelsea FC (ENG),195,"Saint-Dié-des-Vosges, France",48.2874679,6.947767
569,14,14,Austria,AT,Austria,AT,22.0679371,190,Croatia,8,Midfielder,KOVACIC Mateo,Mateo,KOVAČIĆ,KOVAČIĆ,5/6/1994 0:00,Chelsea FC (ENG),177,"Linz, Austria",48.30694,14.28583
570,14,14,Austria,AT,Austria,AT,22.0679371,207,Croatia,25,Midfielder,SUCIC Luka,Luka,SUČIĆ,SUČIĆ,9/8/2002 0:00,FC Red Bull Salzburg (AUT),185,"Linz, Austria",48.30694,14.28583
571,86,86,Germany,DE,Germany,DE,56.11503765,317,Germany,5,Defender,KEHRER Thilo,Jan Thilo,KEHRER,KEHRER,9/21/1996 0:00,West Ham United FC (ENG),186,"Tübingen, Germany",48.5216364,9.0576448
572,79,79,France,FR,France,FR,65.84704267,126,Cameroon,22,Midfielder,NTCHAM Olivier,Jules Olivier,NTCHAM,NTCHAM,2/9/1996 0:00,Swansea City AFC (WAL),180,"Longjumeau, France",48.6930642,2.2947615
573,86,86,Germany,DE,Germany,DE,56.11503765,322,Germany,10,Forward,GNABRY Serge,Serge David,GNABRY,GNABRY,7/14/1995 0:00,FC Bayern München (GER),176,"Stuttgart, Germany",48.7758459,9.1829321
574,86,86,Germany,DE,Germany,DE,56.11503765,326,Germany,14,Midfielder,MUSIALA Jamal,Jamal,MUSIALA,MUSIALA,2/26/2003 0:00,FC Bayern München (GER),180,"Stuttgart, Germany",48.7758459,9.1829321
575,79,79,France,FR,France,FR,65.84704267,125,Cameroon,21,Defender,CASTELLETTO Jean-Charles,Jean-Charles Victor,CASTELLETTO,CASTELLETTO,1/26/1995 0:00,FC Nantes (FRA),186,"Clamart, France",48.799815,2.257289
576,79,79,France,FR,France,FR,65.84704267,111,Cameroon,7,Midfielder,NKOUDOU Georges-Kevin,Georges Kevin,NKOUDOU MBIDA,NKOUDOU,2/13/1995 0:00,Besiktas JK (TUR),172,"Versailles, France",48.801408,2.130122
577,79,79,France,FR,France,FR,65.84704267,735,Tunisia,8,Midfielder,MEJBRI Hannibal,Hannibal,MEJBRI,HANNIBAL,1/21/2003 0:00,Birmingham City FC (ENG),177,"Ivry-sur-Seine, France",48.813055,2.38822
578,79,79,France,FR,France,FR,65.84704267,300,France,14,Midfielder,RABIOT Adrien,Adrien Thibault Marie,RABIOT,RABIOT,4/3/1995 0:00,Juventus FC (ITA),191,"Saint-Maurice, France",48.8205669,2.423655
579,79,79,France,FR,France,FR,65.84704267,630,Senegal,7,Defender,SABALY Youssouf,Youssouf,SABALY,SABALY,3/5/1993 0:00,Real Betis (ESP),174,"Le Chesnay, France",48.8262851,2.128365
580,86,86,Germany,DE,Germany,DE,56.11503765,335,Germany,23,Defender,SCHLOTTERBECK Nico,Nico Cedric,SCHLOTTERBECK,SCHLOTTERBECK,12/1/1999 0:00,Borussia Dortmund (GER),191,"Waiblingen, Germany",48.8293519,9.3185739
581,79,79,France,FR,France,FR,65.84704267,116,Cameroon,12,Forward,TOKO EKAMBI Karl,Karl Louis-Brillant,TOKO EKAMBI,TOKO-EKAMBI,9/14/1992 0:00,Olympique Lyon (FRA),183,"Paris, France",48.856614,2.3522219
582,79,79,France,FR,France,FR,65.84704267,291,France,5,Defender,KOUNDE Jules,Jules Olivier,KOUNDE,KOUNDE,11/12/1998 0:00,FC Barcelona (ESP),178,"	Paris, France",48.856614,2.3522219
583,79,79,France,FR,France,FR,65.84704267,296,France,10,Forward,MBAPPE Kylian,Kylian,MBAPPE LOTTIN,MBAPPE,12/20/1998 0:00,Paris Saint-Germain FC (FRA),178,"Paris, France",48.856614,2.3522219
584,79,79,France,FR,France,FR,65.84704267,306,France,20,Forward,COMAN Kingsley,Kingsley Junior,COMAN,COMAN,6/13/1996 0:00,FC Bayern München (GER),180,"Paris, France",48.856614,2.3522219
585,79,79,France,FR,France,FR,65.84704267,309,France,23,Goalkeeper,AREOLA Alphonse,Alphonse Francis,AREOLA,AREOLA,2/27/1993 0:00,West Ham United FC (ENG),195,"Paris, France",48.856614,2.3522219
586,79,79,France,FR,France,FR,65.84704267,310,France,24,Defender,KONATE Ibrahima,Ibrahima,KONATÉ,KONATE,5/25/1999 0:00,Liverpool FC (ENG),194,"Paris, France",48.856614,2.3522219
587,79,79,France,FR,France,FR,65.84704267,337,Germany,25,Defender,BELLA KOTCHAP Armel,Armel,BELLA KOTCHAP,BELLA KOTCHAP,12/11/2001 0:00,Southampton FC (ENG),190,"Paris, France",48.856614,2.3522219
588,79,79,France,FR,France,FR,65.84704267,484,Morocco,17,Midfielder,BOUFAL Soane,Soane,BOUFAL,BOUFAL,9/17/1993 0:00,Angers SCO (FRA),170,"Paris, France",48.856614,2.3522219
589,79,79,France,FR,France,FR,65.84704267,730,Tunisia,3,Defender,TALBI Montassar,Montassar Omar,TALBI,TALBI,5/26/1998 0:00,FC Lorient (FRA),190,"Paris, France",48.856614,2.3522219
590,79,79,France,FR,France,FR,65.84704267,344,Ghana,6,Midfielder,OWUSU Elisha,Elisha,OWUSU,OWUSU,11/7/1997 0:00,KAA Gent (BEL),182,"Montreuil, France",48.863812,2.448451
591,79,79,France,FR,France,FR,65.84704267,636,Senegal,13,Midfielder,GUEYE Pape,Pape Alassane,GUEYE,PAPE GUEYE,1/24/1999 0:00,Olympique Marseille (FRA),189,"Montreuil, France",48.863812,2.448451
592,79,79,France,FR,France,FR,65.84704267,583,Qatar,12,Midfielder,KARIM BOUDIAF,Karim,BOUDIAF,BOUDIAF,9/16/1990 0:00,Al Duhail SC (QAT),190,"Rueil-Malmaison, France",48.882767,2.17693
593,79,79,France,FR,France,FR,65.84704267,741,Tunisia,14,Midfielder,LAIDOUNI Aissa,Aïssa Bilal,LAÏDOUNI,LAÏDOUNI,12/13/1996 0:00,Ferencvárosi TC (HUN),183,"Montfermeil, France",48.902029,2.570773
594,79,79,France,FR,France,FR,65.84704267,298,France,12,Forward,KOLO MUANI Randal,Randal,KOLO MUANI,KOLO MUANI,12/5/1998 0:00,Eintracht Frankfurt (GER),187,"Bondy, France",48.906008,2.481875
595,79,79,France,FR,France,FR,65.84704267,303,France,17,Defender,SALIBA William,William Alain André Gabriel,SALIBA,SALIBA,3/24/2001 0:00,Arsenal FC (ENG),192,"Bondy, France",48.906008,2.481875
596,79,79,France,FR,France,FR,65.84704267,732,Tunisia,5,Midfielder,GHANDRI Nader,Nader,GHANDRI,GHANDRI,2/18/1995 0:00,Club Africain (TUN),196,"Aubervilliers, France",48.912259,2.384049
597,79,79,France,FR,France,FR,65.84704267,292,France,6,Midfielder,GUENDOUZI Matteo,Mattéo Elias Kenzo,GUENDOUZI OLIE,GUENDOUZI,4/14/1999 0:00,Olympique Marseille (FRA),184,"Poissy, France",48.929584,2.046982
598,79,79,France,FR,France,FR,65.84704267,550,Portugal,5,Defender,RAPHAEL GUERREIRO,Raphael Adelino José,GUERREIRO,RAPHAEL,12/22/1993 0:00,Borussia Dortmund (GER),170,"Le Blanc-Mesnil, France",48.941345,2.46436
599,79,79,France,FR,France,FR,65.84704267,289,France,3,Defender,DISASI Axel,Axel Wilson Arthur,DISASI MHAKINIS BELHO,DISASI,3/11/1998 0:00,AS Monaco (FRA),190,"Gonesse, France",48.9864632,2.4497721
600,79,79,France,FR,France,FR,65.84704267,120,Cameroon,16,Goalkeeper,EPASSY Devis,Devis Rogers,EPASSY MBOKA,EPASSY,2/2/1993 0:00,Abha Club (KSA),187,"Soisy-sous-Montmorency, France",48.988506,2.299731
601,79,79,France,FR,France,FR,65.84704267,645,Senegal,22,Defender,BALLO-TOURE Fode,Fode,BALLO,FODE BALLO,1/3/1997 0:00,AC Milan (ITA),182,"Conflans-Sainte-Honorine, France",49.000275,2.09178
602,79,79,France,FR,France,FR,65.84704267,304,France,18,Defender,UPAMECANO Dayot,Dayotchanculle Oswald,UPAMECANO,UPAMECANO,10/27/1998 0:00,FC Bayern München (GER),186,"Évreux, France",49.0270129,1.151361
603,79,79,France,FR,France,FR,65.84704267,108,Cameroon,4,Defender,WOOH Christopher,Christopher Maurice,WOOH,WOOH,9/18/2001 0:00,Stade Rennais FC (FRA),191,"Louvres, France",49.043002,2.506288
604,79,79,France,FR,France,FR,65.84704267,477,Morocco,10,Midfielder,HARIT Amine,Amine,HARIT,HARIT,6/18/1997 0:00,Olympique Marseille (FRA),180,"Pontoise, France",49.050966,2.100645
605,79,79,France,FR,France,FR,65.84704267,297,France,11,Forward,DEMBELE Ousmane,Masour Ousmane,DEMBELE,DEMBELE,5/15/1997 0:00,FC Barcelona (ESP),178,"Vernon, France",49.091958,1.488107
606,42,42,Canada,CA,Canada,CA,2210.684826,156,Canada,26,Defender,WATERMAN Joel,Joel Robert,WATERMAN,WATERMAN,1/24/1996 0:00,CF Montréal (CAN),185,"Langley, British Columbia, Canada",49.1041779,-122.6603519
607,86,86,Germany,DE,Germany,DE,56.11503765,330,Germany,18,Midfielder,HOFMANN Jonas,Jonas,HOFMANN,HOFMANN,7/14/1992 0:00,VfL Borussia Mönchengladbach (GER),176,"Heidelberg, Germany",49.3987524,8.6724335
608,79,79,France,FR,France,FR,65.84704267,294,France,8,Midfielder,TCHOUAMENI Aurelien,Aurélien Djani,TCHOUAMENI,TCHOUAMENI,1/27/2000 0:00,Real Madrid CF (ESP),187,"Rouen, France",49.443232,1.099971
609,79,79,France,FR,France,FR,65.84704267,632,Senegal,9,Forward,NDIAYE Iliman,Iliman Cheikh Baroy,NDIAYE,ILIMAN,3/6/2000 0:00,Sheeld United FC (ENG),180,"Rouen, France",49.443232,1.099971
610,86,86,Germany,DE,Germany,DE,56.11503765,324,Germany,12,Goalkeeper,TRAPP Kevin,Kevin Christian,TRAPP,TRAPP,7/8/1990 0:00,Eintracht Frankfurt (GER),189,"Merzig, West Germany",49.4489588,6.6437843
611,86,86,Germany,DE,Germany,DE,56.11503765,315,Germany,3,Defender,RAUM David,David,RAUM,RAUM,4/22/1998 0:00,RB Leipzig (GER),180,"Nuremberg, Germany",49.4521018,11.0766654
612,79,79,France,FR,France,FR,65.84704267,624,Senegal,1,Goalkeeper,MENDY Edouard,Edouard Osoque,MENDY,MENDY,3/1/1992 0:00,Chelsea FC (ENG),194,"Montivilliers, France",49.542538,0.19336
613,22,22,Belgium,BE,Belgium,BE,11.99900272,73,Belgium,21,Midfielder,CASTAGNE Timothy,Timothy,CASTAGNE,CASTAGNE,12/5/1995 0:00,Leicester City FC (ENG),185,"Arlon, Belgium",49.6855173,5.8104435
614,79,79,France,FR,France,FR,65.84704267,128,Cameroon,24,Defender,EBOSSE Enzo,Enzo Jacques Rodolphe,EBOSSE,EBOSSE,3/11/1999 0:00,Udinese (ITA),185,"Amiens, France",49.894067,2.295753
615,179,179,Poland,PL,Poland,PL,35.32783571,534,Poland,15,Defender,GLIK Kamil,Kamil Jacek,GLIK,GLIK,2/3/1988 0:00,Benevento Calcio (ITA),190,"Jastrzębie Zdrój, Poland",49.9454207,18.6101103
616,179,179,Poland,PL,Poland,PL,35.32783571,545,Poland,26,Midfielder,SKORAS Michal,Michał Krzysztof,SKÓRAŚ,SKÓRAŚ,2/15/2000 0:00,Lech Poznan (POL),172,"Jastrzębie-Zdrój, Poland",49.9454207,18.6101103
617,86,86,Germany,DE,Germany,DE,56.11503765,197,Croatia,15,Midfielder,PASALIC Mario,Mario,PAŠALIĆ,PAŠALIĆ,2/9/1995 0:00,Atalanta Bergamo (ITA),189,"Mainz, Germany",49.9928617,8.2472526
618,22,22,Belgium,BE,Belgium,BE,11.99900272,67,Belgium,15,Midfielder,MEUNIER Thomas,Thomas Andre A.,MEUNIER,MEUNIER,9/12/1991 0:00,Borussia Dortmund (GER),190,"Sainte-Ode, Belgium",50.036996,5.5485704
619,179,179,Poland,PL,Poland,PL,35.32783571,522,Poland,3,Defender,JEDRZEJCZYK Artur,Artur Marcin,JĘDRZEJCZYK,JĘDRZEJCZYK,11/4/1987 0:00,Legia Warsaw (POL),189,"Dębica, Poland",50.0516417,21.4116964
620,86,86,Germany,DE,Germany,DE,56.11503765,327,Germany,15,Defender,SUELE Niklas,Niklas,SÜLE,SÜLE,9/3/1995 0:00,Borussia Dortmund (GER),195,"Frankfurt, Germany",50.1109221,8.6821267
621,179,179,Poland,PL,Poland,PL,35.32783571,526,Poland,7,Forward,MILIK Arkadiusz,Arkadiusz Krystian,MILIK,MILIK,2/28/1994 0:00,Juventus FC (ITA),186,"Tychy, Poland",50.1218007,19.0200022
622,179,179,Poland,PL,Poland,PL,35.32783571,533,Poland,14,Defender,KIWIOR Jakub,Jakub Piotr,KIWIOR,KIWIOR,2/15/2000 0:00,Spezia Calcio (ITA),189,"Tychy, Poland",50.1218007,19.0200022
623,179,179,Poland,PL,Poland,PL,35.32783571,536,Poland,17,Midfielder,ZURKOWSKI Szymon,Szymon Piotr,ŻURKOWSKI,ŻURKOWSKI,9/25/1997 0:00,ACF Fiorentina (ITA),185,"Tychy, Silesia, Poland",50.1218007,19.0200022
624,79,79,France,FR,France,FR,65.84704267,288,France,2,Defender,PAVARD Benjamin,Benjamin Jaques Marcel,PAVARD,PAVARD,3/28/1996 0:00,FC Bayern München (GER),186,"Maubeuge, France",50.280228,3.9674
625,179,179,Poland,PL,Poland,PL,35.32783571,532,Poland,13,Midfielder,KAMINSKI Jakub,Jakub,KAMIŃSKI,KAMIŃSKI,6/5/2002 0:00,VfL Wolfsburg (GER),179,"Ruda ?l?ska, Poland",50.3150985,18.8438676
626,179,179,Poland,PL,Poland,PL,35.32783571,541,Poland,22,Goalkeeper,GRABARA Kamil,Kamil Mieczysław,GRABARA,GRABARA,1/8/1999 0:00,FC København (DEN),195,"Ruda Śląska, Poland",50.3150985,18.8438676
627,179,179,Poland,PL,Poland,PL,35.32783571,531,Poland,12,Goalkeeper,SKORUPSKI Lukasz,Lukasz,SKORUPSKI,SKORUPSKI,5/5/1991 0:00,Bologna FC (ITA),187,"Zabrze, Poland",50.3249278,18.7857186
628,252,251,England,,United Kingdom,,,818,Wales,13,Forward,MOORE Kieffer,Kieffer Roberto Francisco,MOORE,MOORE,8/8/1992 0:00,Bournemouth AFC (ENG),196,"Torquay, England",50.4619209,-3.525315
629,22,22,Belgium,BE,Belgium,BE,11.99900272,62,Belgium,10,Forward,HAZARD Eden,Eden Michael W.,HAZARD,E. HAZARD,1/7/1991 0:00,Real Madrid CF (ESP),173,"La Louvière, Belgium",50.4766336,4.1814641
630,22,22,Belgium,BE,Belgium,BE,11.99900272,68,Belgium,16,Midfielder,HAZARD Thorgan,Thorgan Ganael F.,HAZARD,T. HAZARD,3/29/1993 0:00,Borussia Dortmund (GER),174,"La Louvière, Belgium",50.4766336,4.1814641
631,22,22,Belgium,BE,Belgium,BE,11.99900272,482,Morocco,15,Midfielder,AMALLAH Selim,Selim,AMALLAH,AMALLAH,11/15/1996 0:00,Standard Liège (BEL),186,"Hautrage, Belgium",50.4792056,3.7659709
632,79,79,France,FR,France,FR,65.84704267,348,Ghana,10,Forward,AYEW Andre,André Morgan Rami,AYEW,A. AYEW,12/17/1989 0:00,Al Sadd SC (QAT),175,"Seclin, France",50.545332,3.026566
633,179,179,Poland,PL,Poland,PL,35.32783571,539,Poland,20,Midfielder,ZIELINSKI Piotr,Piotr Sebastian,ZIELIŃSKI,ZIELIŃSKI,5/20/1994 0:00,SSC Napoli (ITA),177,"Ząbkowice Śląskie, Poland",50.5893617,16.8132419
634,79,79,France,FR,France,FR,65.84704267,290,France,4,Defender,VARANE Raphael,Raphaël Xavier,VARANE,VARANE,4/25/1993 0:00,Manchester United FC (ENG),191,"Lille, France",50.62925,3.057256
635,22,22,Belgium,BE,Belgium,BE,11.99900272,55,Belgium,3,Defender,THEATE Arthur,Arthur Nicolas R.,THEATE,THEATE,5/25/2000 0:00,Stade Rennais FC (FRA),185,"Liège, Belgium",50.6329586,5.5697498
