OID_,FID_WorldCup_XYTableToPoint1,National_Team,Number,POS,PLAYER_NAME,FIRST_NAME_S_,LAST_NAME_S_,NAME_ON_SHIRT,DOB,CLUB,HEIGHT__CM_,Birth,birth_lat,birth_long,FID_WCSHP,FID_1,COUNTRY,ISO,COUNTRYAFF,AFF_ISO,SHAPE_Leng
313,405,Japan,16,Defender,Tomiyasu Takehiro,Takehiro,TOMIYASU,TOMIYASU,11/5/1998 0:00,Arsenal FC (ENG),187,"Fukuoka, Japan",33.5901838,130.4016888,114,114,Japan,JP,Japan,JP,118.0531012
314,404,Japan,15,Midfielder,Kamada Daichi,Daichi,KAMADA,KAMADA,8/5/1996 0:00,Eintracht Frankfurt (GER),180,"Ehime, Japan",33.6025306,132.7857583,114,114,Japan,JP,Japan,JP,118.0531012
318,394,Japan,5,Defender,Nagatomo Yuto,Yuto,NAGATOMO,NAGATOMO,9/12/1986 0:00,FC Tokyo (JPN),170,"Saijō, Ehime, Japan",33.919495,133.1811444,114,114,Japan,JP,Japan,JP,118.0531012
326,399,Japan,10,Midfielder,Minamino Takumi,Takumi,MINAMINO,MINAMINO,1/16/1995 0:00,AS Monaco (FRA),174,"Izumisano, Japan",34.4068926,135.3273027,114,114,Japan,JP,Japan,JP,118.0531012
328,414,Japan,25,Forward,Maeda Daizen,Daizen,MAEDA,MAEDA,10/20/1997 0:00,Celtic FC (SCO),173,"Taishi, Osaka, Japan",34.6468184,135.5033929,114,114,Japan,JP,Japan,JP,118.0531012
329,415,Japan,26,Defender,Ito Hiroki,Hiroki,ITO,H. ITO,5/12/1999 0:00,VfB Stuttgart (GER),188,"Hamamatsu, Japan",34.7102752,137.7274159,114,114,Japan,JP,Japan,JP,118.0531012
330,397,Japan,8,Midfielder,Doan Ritsu,Ritsu,DOAN,DOAN,6/16/1998 0:00,SC Freiburg (GER),172,"Amagasaki, Hyogo, Japan",34.7327113,135.4057914,114,114,Japan,JP,Japan,JP,118.0531012
334,409,Japan,20,Forward,Machino Shuto,Shuto,MACHINO,MACHINO,9/30/1999 0:00,Shonan Bellmare (JPN),185,"Iga, Mie, Japan",34.7685703,136.1298712,114,114,Japan,JP,Japan,JP,118.0531012
335,402,Japan,13,Midfielder,Morita Hidemasa,Hidemasa,MORITA,MORITA,5/10/1995 0:00,Sporting CP (POR),177,"Takatsuki, Osaka, Japan",34.846193,135.6174134,114,114,Japan,JP,Japan,JP,118.0531012
337,407,Japan,18,Forward,Asano Takuma,Takuma,ASANO,ASANO,11/10/1994 0:00,VfL Bochum (GER),173,"Komono, Japan",35.0199868,136.5073674,114,114,Japan,JP,Japan,JP,118.0531012
339,403,Japan,14,Midfielder,Ito Junya,Junya,ITO,ITO,3/9/1993 0:00,Stade Reims (FRA),176,"Yokosuka, Kanagawa, Japan",35.281498,139.6721655,114,114,Japan,JP,Japan,JP,118.0531012
342,395,Japan,6,Midfielder,Endo Wataru,Wataru,ENDO,ENDO,2/9/1993 0:00,VfB Stuttgart (GER),178,"Totsuka-ku, Yokohama, Japan",35.4014751,139.5381824,114,114,Japan,JP,Japan,JP,118.0531012
343,391,Japan,2,Defender,Yamane Miki,Miki,YAMANE,YAMANE,12/22/1993 0:00,Kawasaki Frontale (JPN),178,"Yokohama, Kanagawa, Japan",35.4436739,139.6379639,114,114,Japan,JP,Japan,JP,118.0531012
344,393,Japan,4,Defender,Itakura Kou,Kou,ITAKURA,ITAKURA,1/27/1997 0:00,VfL Borussia Mönchengladbach (GER),186,"Yokohama, Japan",35.4436739,139.6379639,114,114,Japan,JP,Japan,JP,118.0531012
345,398,Japan,9,Midfielder,Mitoma Kaoru,Kaoru,MITOMA,MITOMA,5/20/1997 0:00,Brighton & Hove Albion FC (ENG),178,"Kanagawa, Japan",35.4913535,139.284143,114,114,Japan,JP,Japan,JP,118.0531012
346,400,Japan,11,Midfielder,Kubo Takefusa,Takefusa,KUBO,KUBO,6/4/2001 0:00,Real Sociedad (ESP),173,"Kawasaki, Kanagawa, Japan",35.5308325,139.7029125,114,114,Japan,JP,Japan,JP,118.0531012
350,406,Japan,17,Midfielder,Tanaka Ao,Ao,TANAKA,TANAKA,9/10/1998 0:00,Fortuna Düsseldorf (GER),180,"Miyamae-ku, Kawasaki, Japan",35.5857512,139.5738364,114,114,Japan,JP,Japan,JP,118.0531012
351,401,Japan,12,Goalkeeper,Gonda Shuichi,Shuichi,GONDA,GONDA,3/3/1989 0:00,Shimizu S-Pulse (JPN),187,"Setagaya, Tokyo, Japan",35.6465615,139.6532924,114,114,Japan,JP,Japan,JP,118.0531012
352,413,Japan,24,Midfielder,Soma Yuki,Yuki,SOMA,SOMA,2/25/1997 0:00,Nagoya Grampus (JPN),166,"Tokyo, Japan",35.6761919,139.6503106,114,114,Japan,JP,Japan,JP,118.0531012
362,408,Japan,19,Defender,Sakai Hiroki,Hiroki,SAKAI,SAKAI,4/12/1990 0:00,Urawa Reds (JPN),185,"Kashiwa, Japan",35.8675958,139.9757575,114,114,Japan,JP,Japan,JP,118.0531012
364,390,Japan,1,Goalkeeper,Kawashima Eiji,Eiji,KAWASHIMA,KAWASHIMA,3/20/1983 0:00,RC Strasbourg (FRA),185,"Yono, Saitama, Japan",35.9962513,139.4466005,114,114,Japan,JP,Japan,JP,118.0531012
368,410,Japan,21,Forward,Ueda Ayase,Ayase,UEDA,UEDA,8/28/1998 0:00,Cercle Brugge (BEL),182,"Mito, Ibaraki, Japan",36.3658764,140.4713723,114,114,Japan,JP,Japan,JP,118.0531012
441,396,Japan,7,Midfielder,Shibasaki Gaku,Gaku,SHIBASAKI,GAKU,5/28/1992 0:00,CD Leganés (ESP),175,"Noheji, Aomori, Japan",40.8644613,141.1287144,114,114,Japan,JP,Japan,JP,118.0531012
112,46,Australia,20,Defender,Deng Thomas,Thomas Jok,DENG,DENG,3/20/1997 0:00,Albirex Niigata (JPN),178,"Nairobi, Kenya",-1.2920659,36.8219462,119,119,Kenya,KE,Kenya,KE,33.61267873
130,37,Australia,11,Forward,Mabil Awer,Awer Bul,MABIL,MABIL,9/15/1995 0:00,Cádiz CF (ESP),179,"Kakuma, Kenya",3.7167637,34.8568982,119,119,Kenya,KE,Kenya,KE,33.61267873
221,464,Mexico,23,Defender,Gallardo Jesus,Jesus Daniel,GALLARDO VASCONCELOS,J. GALLARDO,8/15/1994 0:00,CF Monterrey (MEX),174,"Cárdenas, Tabasco, Mexico",18.0012067,-93.3732339,144,144,Mexico,MX,Mexico,MX,149.3310928
223,458,Mexico,17,Forward,Pineda Orbelin,Orbelin,PINEDA ALVARADO,O. PINEDA,3/24/1996 0:00,AEK Athens (GRE),169,"Coyuca de Catalán, Guerrero, Mexico",18.3301952,-100.7013332,144,144,Mexico,MX,Mexico,MX,149.3310928
224,465,Mexico,24,Midfielder,Chavez Luis,Luis Gerardo,CHAVEZ MAGALLON,L. CHAVEZ,1/15/1996 0:00,CF Pachuca (MEX),178,"Cihuatlán, Jalisco, Mexico",19.2376572,-104.5684406,144,144,Mexico,MX,Mexico,MX,149.3310928
225,467,Mexico,26,Defender,Alvarez Kevin,Kevin Nahin,ALVAREZ CAMPOS,K. ALAVREZ,1/15/1999 0:00,CF Pachuca (MEX),176,"Colima, Mexico",19.2452342,-103.7240868,144,144,Mexico,MX,Mexico,MX,149.3310928
226,451,Mexico,10,Forward,Vega Alexis,Ernesto Alexis,VEGA ROJAS,A. VEGA,11/25/1997 0:00,CD Guadalajara (MEX),175,"Mexico City, Mexico",19.4326077,-99.133208,144,144,Mexico,MX,Mexico,MX,149.3310928
227,463,Mexico,22,Forward,Lozano Hirving,Hirving Rodrigo,LOZANO BAHENA,H. LOZANO,7/30/1995 0:00,SSC Napoli (ITA),176,"Mexico City, Mexico",19.4326077,-99.133208,144,144,Mexico,MX,Mexico,MX,149.3310928
228,445,Mexico,4,Defender,Alvarez Edson,Edson Omar,ALVAREZ VELAZQUEZ,E. ALVAREZ,10/24/1997 0:00,AFC Ajax (NED),180,"Tlalnepantla, Mexico",19.5345279,-99.1907364,144,144,Mexico,MX,Mexico,MX,149.3310928
229,450,Mexico,9,Forward,Jimenez Raul,Raul Alonso,JIMENEZ RODRIGUEZ,RAUL,5/5/1991 0:00,Wolverhampton Wanderers FC (ENG),188,"Tepeji, Hidalgo, Mexico",19.9114508,-99.3506604,144,144,Mexico,MX,Mexico,MX,149.3310928
230,442,Mexico,1,Goalkeeper,Talavera Alfredo,Alfredo,TALAVERA DIAZ,A. TALAVERA,9/18/1982 0:00,FC Juárez (MEX),188,"La Barca, Jalisco, Mexico",20.2906606,-102.5458219,144,144,Mexico,MX,Mexico,MX,149.3310928
232,466,Mexico,25,Forward,Alvarado Roberto,Roberto Carlos,ALVARADO HERNÁNDEZ,R. ALVARADO,9/7/1998 0:00,CD Guadalajara (MEX),176,"Salamanca, Guanajuato, Mexico",20.5739314,-101.1957172,144,144,Mexico,MX,Mexico,MX,149.3310928
233,443,Mexico,2,Defender,Araujo Nestor,Nestor Alejandro,ARAUJO RAZO,N. ARAUJO,8/29/1991 0:00,Club América (MEX),187,"Guadalajara, Jalisco, Mexico",20.6596988,-103.3496092,144,144,Mexico,MX,Mexico,MX,149.3310928
234,454,Mexico,13,Goalkeeper,Ochoa Guillermo,Francisco Guillermo,OCHOA MAGAÑA,G. OCHOA,7/13/1985 0:00,Club América (MEX),185,"Guadalajara, Jalisco, Mexico",20.6596988,-103.3496092,144,144,Mexico,MX,Mexico,MX,149.3310928
235,459,Mexico,18,Midfielder,Guardado Andres,Jose Andres,GUARDADO HERNANDEZ,A. GUARDADO,9/28/1986 0:00,Real Betis (ESP),167,"Guadalajara, Mexico",20.6596988,-103.3496092,144,144,Mexico,MX,Mexico,MX,149.3310928
236,447,Mexico,6,Defender,Arteaga Gerardo,Gerardo Daniel,ARTEAGA ZAMORA,G. ARTEAGA,9/7/1998 0:00,KRC Genk (BEL),175,"Zapopan, Jalisco, Mexico",20.6719563,-103.416501,144,144,Mexico,MX,Mexico,MX,149.3310928
237,461,Mexico,20,Forward,Martin Henry,Henry Josue,MARTIN MEX,H. MARTIN,11/18/1992 0:00,Club América (MEX),180,"Mérida, Yucatán, Mexico",20.9673702,-89.5925857,144,144,Mexico,MX,Mexico,MX,149.3310928
244,453,Mexico,12,Goalkeeper,Cota Rodolfo,Rodolfo,COTA ROBLES,R. COTA,7/3/1987 0:00,Club León (MEX),188,"Mazatlán, Sinaloa, Mexico",23.2494148,-106.4111425,144,144,Mexico,MX,Mexico,MX,149.3310928
255,456,Mexico,15,Defender,Moreno Hector,Hector Alfredo,MORENO HERRERA,H. MORENO,1/17/1988 0:00,CF Monterrey (MEX),182,"Culiacán, Sinaloa, Mexico",24.8090649,-107.3940117,144,144,Mexico,MX,Mexico,MX,149.3310928
274,460,Mexico,19,Defender,Sanchez Jorge,Jorge Eduardo,SANCHEZ RAMOS,J. SANCHEZ,12/10/1997 0:00,AFC Ajax (NED),170,"Torreón, Coahuila, Mexico",25.5428443,-103.4067861,144,144,Mexico,MX,Mexico,MX,149.3310928
275,462,Mexico,21,Forward,Antuna Uriel,Carlos Uriel,ANTUNA ROMERO,U. ANTUNA,8/21/1997 0:00,Cruz Azul (MEX),167,"Gómez Palacio, Durango, Mexico",25.5891476,-103.485862,144,144,Mexico,MX,Mexico,MX,149.3310928
276,449,Mexico,8,Midfielder,Rodriguez Carlos,Carlos Alberto,RODRIGUEZ GOMEZ,C. RODRIGUEZ,1/3/1997 0:00,Cruz Azul (MEX),170,"San Nicolás de los Garza, Nuevo León, Mexico",25.7493469,-100.2868973,144,144,Mexico,MX,Mexico,MX,149.3310928
277,448,Mexico,7,Midfielder,Romo Luis,Luis Francisco,ROMO BARRON,L. ROMO,6/5/1995 0:00,CF Monterrey (MEX),183,"Ahome, Sinaloa, Mexico",25.9197727,-109.1746261,144,144,Mexico,MX,Mexico,MX,149.3310928
278,455,Mexico,14,Midfielder,Gutierrez Erick,Erick Gabriel,GUTIERREZ GALAVIZ,E. GUTIERREZ,6/15/1995 0:00,PSV Eindhoven (NED),176,"Ahome, Sinaloa, Mexico",25.9197727,-109.1746261,144,144,Mexico,MX,Mexico,MX,149.3310928
285,446,Mexico,5,Defender,Vasquez Johan,Johan Felipe,VASQUEZ IBARRA,J. VASQUEZ,10/22/1998 0:00,US Cremonese (ITA),182,"Navojoa, Sonora, Mexico",27.0727573,-109.4437493,144,144,Mexico,MX,Mexico,MX,149.3310928
289,444,Mexico,3,Defender,Montes Cesar,Cesar Jasib,MONTES CASTRO,C. MONTES,2/24/1997 0:00,CF Monterrey (MEX),191,"Hermosillo, Sonora, Mexico",29.0729673,-110.9559192,144,144,Mexico,MX,Mexico,MX,149.3310928
297,457,Mexico,16,Midfielder,Herrera Hector,Hector Miguel,HERRERA LOPEZ,H. HERRERA,4/19/1990 0:00,Houston Dynamo (USA),180,"Tijuana, Baja California, Mexico",32.5149469,-117.0382471,144,144,Mexico,MX,Mexico,MX,149.3310928
293,478,Morocco,11,Forward,Sabiri Abdelhamid,Abdelhamid,SABIRI,SABIRI,11/28/1996 0:00,UC Sampdoria (ITA),186,"Goulmima, Morocco",31.6891751,-4.9574947,151,151,Morocco,MA,Morocco,MA,56.10325661
294,476,Morocco,9,Forward,Hamdallah Abderrazak,Abderrazzaq,HAMED-ALLAH,HAMEDALLAH,12/17/1990 0:00,Al Ittihad FC (KSA),179,"Safi, Morocco",32.3008151,-9.2272033,151,151,Morocco,MA,Morocco,MA,56.10325661
295,492,Morocco,25,Defender,Attiat-allah Yahya,Yahya,ATTIAT-ALLAH EL IDRISSI,ATTIAT-ALLAH,3/2/1995 0:00,Wydad Casablanca (MAR),176,"Safi, Morocco",32.3008151,-9.2272033,151,151,Morocco,MA,Morocco,MA,56.10325661
296,483,Morocco,16,Forward,Ez Abde,Abdessamad,EZZALZOULI,EZZALZOULI,12/17/2001 0:00,CA Osasuna (ESP),177,"Beni Mellal, Morocco",32.342443,-6.375799,151,151,Morocco,MA,Morocco,MA,56.10325661
302,485,Morocco,18,Defender,El Yamiq Jawad,Jawad,EL-YAMIQ,EL-YAMIQ,2/29/1992 0:00,Real Valladolid CF (ESP),193,"Khouribga, Morocco",32.886023,-6.9208655,151,151,Morocco,MA,Morocco,MA,56.10325661
303,493,Morocco,26,Midfielder,Jabrane Yahya,Yahya,JABRANE,JABRANE,6/18/1991 0:00,Wydad Casablanca (MAR),183,"Settat, Morocco",32.9924242,-7.6222665,151,151,Morocco,MA,Morocco,MA,56.10325661
309,475,Morocco,8,Midfielder,Ounahi Azzedine,Azz-Eddine,OUNAHI,OUNAHI,4/19/2000 0:00,Angers SCO (FRA),182,"Casablanca, Morocco",33.5731104,-7.5898434,151,151,Morocco,MA,Morocco,MA,56.10325661
310,487,Morocco,20,Defender,Dari Achraf,Achraf,DARI,DARI,5/6/1999 0:00,Stade Brest (FRA),190,"Casablanca, Morocco",33.5731104,-7.5898434,151,151,Morocco,MA,Morocco,MA,56.10325661
311,491,Morocco,24,Defender,Benoun Badr,Badr,BENOUN,BENOUN,9/30/1993 0:00,Qatar SC (QAT),188,"Casablanca, Morocco",33.5731104,-7.5898434,151,151,Morocco,MA,Morocco,MA,56.10325661
322,486,Morocco,19,Forward,En-nesyri Youssef,Youssef,EN-NESYRI,EN-NESYRI,6/1/1997 0:00,Sevilla FC (ESP),188,"Fez, Morocco",34.0181246,-5.0078451,151,151,Morocco,MA,Morocco,MA,56.10325661
323,489,Morocco,22,Goalkeeper,Tagnaouti Reda,Ahmed Reda,TAGNAOUTI,TAGNAOUTI,4/5/1996 0:00,Wydad Casablanca (MAR),186,"Fes, Morocco",34.0181246,-5.0078451,151,151,Morocco,MA,Morocco,MA,56.10325661
325,472,Morocco,5,Defender,Aguerd Nayef,Nayef,AGUERD,AGUERD,3/30/1996 0:00,West Ham United FC (ENG),190,"Kenitra, Morocco",34.2540503,-6.5890166,151,151,Morocco,MA,Morocco,MA,56.10325661
700,501,Netherlands,8,Forward,Gakpo Cody,Cody Mathès,GAKPO,GAKPO,5/7/1999 0:00,PSV Eindhoven (NED),193,"Eindhoven, Netherlands",51.4231423,5.4622897,157,157,Netherlands,NL,Netherlands,NL,25.80423156
717,497,Netherlands,4,Defender,Van Dijk Virgil,Virgil,VAN DIJK,VIRGIL,7/8/1991 0:00,Liverpool FC (ENG),195,"Breda, Netherlands",51.5719149,4.768323,157,157,Netherlands,NL,Netherlands,NL,25.80423156
728,511,Netherlands,18,Forward,Janssen Vincent,Vincent Petrus Anna Sebastiaan,JANSSEN,JANSSEN,6/15/1994 0:00,Royal Antwerp FC (BEL),184,"Heesch, Netherlands",51.7317098,5.5278266,157,157,Netherlands,NL,Netherlands,NL,25.80423156
729,508,Netherlands,15,Midfielder,De Roon Marten,Marten Elco,DE ROON,DE ROON,3/29/1991 0:00,Atalanta Bergamo (ITA),186,"Zwijndrecht, Netherlands",51.8105978,4.6272719,157,157,Netherlands,NL,Netherlands,NL,25.80423156
730,514,Netherlands,21,Midfielder,De Jong Frenkie,Frenkie,DE JONG,F. DE JONG,5/12/1997 0:00,FC Barcelona (ESP),181,"	Gorinchem, Netherlands",51.8372247,4.9758292,157,157,Netherlands,NL,Netherlands,NL,25.80423156
733,481,Morocco,14,Midfielder,Aboukhlal Zakaria,Zakaria,ABOUKHLAL,ABOUKHLAL,2/18/2000 0:00,Toulouse FC (FRA),179,"Rotterdam, Netherlands",51.9244201,4.4777325,157,157,Netherlands,NL,Netherlands,NL,25.80423156
734,506,Netherlands,13,Goalkeeper,Bijlow Justin,Justin,BIJLOW,BIJLOW,1/22/1998 0:00,Feyenoord Rotterdam (NED),188,"Rotterdam, Netherlands",51.9244201,4.4777325,157,157,Netherlands,NL,Netherlands,NL,25.80423156
735,509,Netherlands,16,Defender,Malacia Tyrell,Tyrell Johannes Chicco,MALACIA,MALACIA,8/17/1999 0:00,Manchester United FC (ENG),170,"Rotterdam, Netherlands",51.9244201,4.4777325,157,157,Netherlands,NL,Netherlands,NL,25.80423156
736,515,Netherlands,22,Defender,Dumfries Denzel,Denzel Justus Morris,DUMFRIES,DUMFRIES,4/18/1996 0:00,FC Internazionale (ITA),188,"Rotterdam, Netherlands",51.9244201,4.4777325,157,157,Netherlands,NL,Netherlands,NL,25.80423156
737,505,Netherlands,12,Forward,Lang Noa,Noa Noëll,LANG,LANG,6/17/1999 0:00,Club Brugge (BEL),176,"Capelle aan den IJssel, Netherlands",51.9301505,4.5777053,157,157,Netherlands,NL,Netherlands,NL,25.80423156
738,499,Netherlands,6,Defender,De Vrij Stefan,Stefan,DE VRIJ,DE VRIJ,2/5/1992 0:00,FC Internazionale (ITA),190,"Ouderkerk aan den IJssel, Netherlands",51.9324481,4.6371786,157,157,Netherlands,NL,Netherlands,NL,25.80423156
739,503,Netherlands,10,Forward,Depay Memphis,Memphis,DEPAY,MEMPHIS,2/13/1994 0:00,FC Barcelona (ESP),178,"Moordrecht, Netherlands",51.9873863,4.6689582,157,157,Netherlands,NL,Netherlands,NL,25.80423156
743,498,Netherlands,5,Defender,Ake Nathan,Nathan Benjamin,AKÉ,AKÉ,2/18/1995 0:00,Manchester City FC (ENG),180,"The Hague, Netherlands",52.0704978,4.3006999,157,157,Netherlands,NL,Netherlands,NL,25.80423156
744,495,Netherlands,2,Defender,Timber Jurrien,Jurriën David Norman,TIMBER,TIMBER,6/17/2001 0:00,AFC Ajax (NED),179,"Utrecht, Netherlands",52.0907374,5.1214201,157,157,Netherlands,NL,Netherlands,NL,25.80423156
745,470,Morocco,3,Defender,Mazraoui Noussair,Noussair,MAZRAOUI,MAZRAOUI,11/14/1997 0:00,FC Bayern München (GER),183,"Leiderdorp, Netherlands",52.1509854,4.5281733,157,157,Netherlands,NL,Netherlands,NL,25.80423156
746,496,Netherlands,3,Defender,De Ligt Matthijs,Matthijs,DE LIGT,DE LIGT,8/12/1999 0:00,FC Bayern München (GER),187,"Leiderdorp, Netherlands",52.1509854,4.5281733,157,157,Netherlands,NL,Netherlands,NL,25.80423156
748,504,Netherlands,11,Midfielder,Berghuis Steven,Steven,BERGHUIS,BERGHUIS,12/19/1991 0:00,AFC Ajax (NED),182,"Apeldoorn, Netherlands",52.211157,5.9699231,157,157,Netherlands,NL,Netherlands,NL,25.80423156
749,494,Netherlands,1,Goalkeeper,Pasveer Remko,Remko Jurian,PASVEER,PASVEER,11/8/1983 0:00,AFC Ajax (NED),188,"Enschede, Netherlands",52.2215372,6.8936619,157,157,Netherlands,NL,Netherlands,NL,25.80423156
751,507,Netherlands,14,Midfielder,Klaassen Davy,Davy,KLAASSEN,KLAASSEN,2/21/1993 0:00,AFC Ajax (NED),179,"Hilversum, Netherlands",52.2291696,5.1668974,157,157,Netherlands,NL,Netherlands,NL,25.80423156
756,512,Netherlands,19,Forward,Weghorst Wout,Wout François Maria,WEGHORST,WEGHORST,8/7/1992 0:00,Besiktas JK (TUR),197,"Borne, Netherlands",52.3002366,6.7537258,157,157,Netherlands,NL,Netherlands,NL,25.80423156
758,471,Morocco,4,Midfielder,Amrabat Sofyan,Sofyan,AMRABAT,AMRABAT,8/21/1996 0:00,ACF Fiorentina (ITA),183,"Huizen, Netherlands",52.2994652,5.2433925,157,157,Netherlands,NL,Netherlands,NL,25.80423156
760,781,USA,2,Defender,Dest Sergino,Sergino Gianni,DEST,DEST,11/3/2000 0:00,AC Milan (ITA),173,"Almere, Netherlands",52.3507849,5.2647016,157,157,Netherlands,NL,Netherlands,NL,25.80423156
761,500,Netherlands,7,Forward,Bergwijn Steven,Steven Charles,BERGWIJN,BERGWIJN,10/8/1997 0:00,AFC Ajax (NED),175,"Amsterdam, Netherlands",52.3675734,4.9041389,157,157,Netherlands,NL,Netherlands,NL,25.80423156
762,510,Netherlands,17,Defender,Blind Daley,Daley,BLIND,BLIND,3/9/1990 0:00,AFC Ajax (NED),180,"Amsterdam, Netherlands",52.3675734,4.9041389,157,157,Netherlands,NL,Netherlands,NL,25.80423156
763,518,Netherlands,25,Midfielder,Simons Xavi,Xavi Quentin Shay,SIMONS,SIMONS,4/21/2003 0:00,PSV Eindhoven (NED),179,"Amsterdam, Netherlands",52.3675734,4.9041389,157,157,Netherlands,NL,Netherlands,NL,25.80423156
764,519,Netherlands,26,Defender,Frimpong Jeremie,Jeremie Agyekum,FRIMPONG,FRIMPONG,12/10/2000 0:00,Bayer 04 Leverkusen (GER),171,"Amsterdam, Netherlands",52.3675734,4.9041389,157,157,Netherlands,NL,Netherlands,NL,25.80423156
773,474,Morocco,7,Midfielder,Ziyech Hakim,Hakim,ZIYACH,ZIYECH,3/19/1993 0:00,Chelsea FC (ENG),181,"Dronten, Netherlands",52.5346819,5.7218086,157,157,Netherlands,NL,Netherlands,NL,25.80423156
774,513,Netherlands,20,Midfielder,Koopmeiners Teun,Teun,KOOPMEINERS,KOOPMEINERS,2/28/1998 0:00,Atalanta Bergamo (ITA),184,"Castricum, Netherlands",52.5452585,4.6727354,157,157,Netherlands,NL,Netherlands,NL,25.80423156
775,517,Netherlands,24,Midfielder,Taylor Kenneth,Kenneth Ina Dorothea,TAYLOR,TAYLOR,5/16/2002 0:00,AFC Ajax (NED),182,"Alkmaar, Netherlands",52.6323813,4.7533754,157,157,Netherlands,NL,Netherlands,NL,25.80423156
777,516,Netherlands,23,Goalkeeper,Noppert Andries,Andries,NOPPERT,NOPPERT,4/7/1994 0:00,SC Heerenveen (NED),203,"Heerenveen, Netherlands",52.9605613,5.9205217,157,157,Netherlands,NL,Netherlands,NL,25.80423156
200,162,Costa Rica,6,Defender,Duarte Oscar,Oscar Esau,DUARTE GAITAN,O. DUARTE,6/3/1989 0:00,Al Wehda FC (KSA),186,"Catarina, Nicaragua",11.9104731,-86.0758979,160,160,Nicaragua,NI,Nicaragua,NI,18.03067444
642,534,Poland,15,Defender,Glik Kamil,Kamil Jacek,GLIK,GLIK,2/3/1988 0:00,Benevento Calcio (ITA),190,"Jastrzębie Zdrój, Poland",49.9454207,18.6101103,179,179,Poland,PL,Poland,PL,35.32783571
643,545,Poland,26,Midfielder,Skoras Michal,Michał Krzysztof,SKÓRAŚ,SKÓRAŚ,2/15/2000 0:00,Lech Poznan (POL),172,"Jastrzębie-Zdrój, Poland",49.9454207,18.6101103,179,179,Poland,PL,Poland,PL,35.32783571
646,522,Poland,3,Defender,Jedrzejczyk Artur,Artur Marcin,JĘDRZEJCZYK,JĘDRZEJCZYK,11/4/1987 0:00,Legia Warsaw (POL),189,"Dębica, Poland",50.0516417,21.4116964,179,179,Poland,PL,Poland,PL,35.32783571
648,526,Poland,7,Forward,Milik Arkadiusz,Arkadiusz Krystian,MILIK,MILIK,2/28/1994 0:00,Juventus FC (ITA),186,"Tychy, Poland",50.1218007,19.0200022,179,179,Poland,PL,Poland,PL,35.32783571
649,533,Poland,14,Defender,Kiwior Jakub,Jakub Piotr,KIWIOR,KIWIOR,2/15/2000 0:00,Spezia Calcio (ITA),189,"Tychy, Poland",50.1218007,19.0200022,179,179,Poland,PL,Poland,PL,35.32783571
650,536,Poland,17,Midfielder,Zurkowski Szymon,Szymon Piotr,ŻURKOWSKI,ŻURKOWSKI,9/25/1997 0:00,ACF Fiorentina (ITA),185,"Tychy, Silesia, Poland",50.1218007,19.0200022,179,179,Poland,PL,Poland,PL,35.32783571
652,532,Poland,13,Midfielder,Kaminski Jakub,Jakub,KAMIŃSKI,KAMIŃSKI,6/5/2002 0:00,VfL Wolfsburg (GER),179,"Ruda ?l?ska, Poland",50.3150985,18.8438676,179,179,Poland,PL,Poland,PL,35.32783571
653,541,Poland,22,Goalkeeper,Grabara Kamil,Kamil Mieczysław,GRABARA,GRABARA,1/8/1999 0:00,FC København (DEN),195,"Ruda Śląska, Poland",50.3150985,18.8438676,179,179,Poland,PL,Poland,PL,35.32783571
654,531,Poland,12,Goalkeeper,Skorupski Lukasz,Lukasz,SKORUPSKI,SKORUPSKI,5/5/1991 0:00,Bologna FC (ITA),187,"Zabrze, Poland",50.3249278,18.7857186,179,179,Poland,PL,Poland,PL,35.32783571
660,539,Poland,20,Midfielder,Zielinski Piotr,Piotr Sebastian,ZIELIŃSKI,ZIELIŃSKI,5/20/1994 0:00,SSC Napoli (ITA),177,"Ząbkowice Śląskie, Poland",50.5893617,16.8132419,179,179,Poland,PL,Poland,PL,35.32783571
667,542,Poland,23,Forward,Piatek Krzysztof,Krzysztof,PIĄTEK,PIĄTEK,7/1/1995 0:00,US Salernitana (ITA),183,"Dzierżoniów, Poland",50.7308605,16.6567892,179,179,Poland,PL,Poland,PL,35.32783571
679,527,Poland,8,Midfielder,Szymanski Damian,Damian Dawid,SZYMAŃSKI,D. SZYMAŃSKI,6/16/1995 0:00,AEK Athens (GRE),185,"Kra?nik, Poland",50.9232831,22.226957,179,179,Poland,PL,Poland,PL,35.32783571
722,535,Poland,16,Forward,Swiderski Karol,Karol Grzegorz,ŚWIDERSKI,ŚWIDERSKI,1/23/1997 0:00,Charlotte FC (USA),184,"Rawicz, Poland",51.60945,16.85863,179,179,Poland,PL,Poland,PL,35.32783571
740,538,Poland,19,Midfielder,Szymanski Sebastian,Sebastian,SZYMAŃSKI,S. SZYMAŃSKI,5/10/1999 0:00,Feyenoord Rotterdam (NED),174,"Bia?a Podlaska, Poland",52.0387126,23.1445026,179,179,Poland,PL,Poland,PL,35.32783571
750,525,Poland,6,Midfielder,Bielik Krystian,Krystian,BIELIK,BIELIK,1/4/1998 0:00,Birmingham City FC (ENG),189,"Konin, Poland",52.2230334,18.2510729,179,179,Poland,PL,Poland,PL,35.32783571
752,520,Poland,1,Goalkeeper,Szczesny Wojciech,Wojciech Tomasz,SZCZĘSNY,SZCZĘSNY,4/18/1990 0:00,Juventus FC (ITA),195,"Warsaw, Poland",52.2296756,21.0122287,179,179,Poland,PL,Poland,PL,35.32783571
