National Team,Number,POS,PLAYER NAME,FIRST NAME(S),LAST NAME(S),NAME ON SHIRT,DOB,CLUB,HEIGHT (CM),Birth,birth_lat,birth_long
Qatar,23,Midfielder,ASSIM MADIBO,Assim Omer A,MADIBO,MADIBO,22/10/1996,Al Duhail SC (QAT),168,"Doha, Qatar",25.2854473,51.53103979999999
Qatar,24,Midfielder,NAIF ALHADHRAMI,Naif Abdulraheem O,ALHADHRAMI,NAYEF,18/07/2001,Al Rayyan SC (QAT),180,"Al-Rayyan, Qatar",24.9966876,51.0540674
Qatar,25,Midfielder,JASSEM GABER,Jassem Gaber E,ABDULSALLAM,JASSEM,20/02/2002,Al Arabi SC (QAT),182,"Doha, Qatar",25.2854473,51.53103979999999
Qatar,26,Midfielder,MOUSTAFA TAREK,Moustafa Tarek M M,MASHAL,MUSTAFA,28/03/2001,Al Sadd SC (QAT),174,"Doha, Qatar",25.2854473,51.53103979999999
Saudi Arabia,1,Goalkeeper,MOHAMMED ALYAMI,Mohammed Faraj S,ALYAMI,ALYAMI,14/08/1997,Al Ahli SC (KSA),190,"Najran, Saudi Arabia",17.5656036,44.2289441
Saudi Arabia,2,Defender,SULTAN ALGHANNAM,Sultan Abdullah S,ALGHANNAM,SULTAN,6/5/1994,Al Nassr FC (KSA),173,"Al Zulfi, Saudi Arabia",26.3098543,44.831834
Saudi Arabia,3,Defender,ABDULLAH MADU,Abdullah Mohammed M,MADU,MADU,15/07/1993,Al Nassr FC (KSA),187,"Mecca, Saudi Arabia",21.3890824,39.8579118
Saudi Arabia,4,Defender,ABDULELAH ALAMRI,Abdulelah Ali A,ALAMRI,ALAMRI,15/01/1997,Al Nassr FC (KSA),185,"Ta'if, Saudi Arabia",21.2840782,40.42481919999999
Saudi Arabia,5,Defender,ALI ALBULAYHI,Ali Hadi M,AL BULAYHI,ALBULAYHI,21/11/1989,Al Hilal SFC (KSA),182,"Najran, Saudi Arabia",17.5656036,44.2289441
Saudi Arabia,6,Defender,MOHAMMED ALBURAYK,Mohammed Ibrahim M,ALBURAYK,ALBURAYK,15/09/1992,Al Hilal SFC (KSA),173,"Riyadh, Saudi Arabia",24.7135517,46.6752957
Saudi Arabia,7,Midfielder,SALMAN ALFARAJ,Salman Mohammed M,ALFARAJ,SALMAN,1/8/1989,Al Hilal SFC (KSA),180,"Medina, Saudi Arabia",24.5246542,39.5691841
Saudi Arabia,8,Midfielder,ABDULELAH ALMALKI,Abdulelah Saad H,ALMALKI,ALMALKI,11/10/1994,Al Hilal SFC (KSA),176,"Ta'if, Saudi Arabia",21.2840782,40.42481919999999
Saudi Arabia,9,Forward,FERAS ALBRIKAN,Feras Tariq N,ALBRIKAN,FERAS,14/05/2000,Al Fateh SC (KSA),181,"Riyadh, Saudi Arabia",24.7135517,46.6752957
Saudi Arabia,10,Forward,SALEM ALDAWSARI,Salem Mohammed S,ALDAWSARI,SALEM,19/08/1991,Al Hilal SFC (KSA),172,"	Wadi ad-Dawasir, Najd, Saudi Arabia",20.4492858,44.85011540000001
Saudi Arabia,11,Forward,SALEH ALSHEHRI,Saleh Khalid M,ALSHEHRI,SALEH,1/11/1993,Al Hilal SFC (KSA),184,"Jeddah, Saudi Arabia",21.485811,39.19250479999999
Saudi Arabia,12,Defender,SAUD ABDULHAMID,Saud Abdullah S,ABDULHAMID,SAUD,18/07/1999,Al Hilal SFC (KSA),171,"Jeddah, Saudi Arabia",21.485811,39.19250479999999
Saudi Arabia,13,Defender,YASSER ALSHAHRANI,Yasir Gharsan S,ALSHAHRANI,YASSER,25/05/1992,Al Hilal SFC (KSA),171,"Dammam, Saudi Arabia",26.4206828,50.0887943
Saudi Arabia,14,Midfielder,ABDULLAH OTAYF,Abdullah Ibrahim Y,OTAYF,OTAYF,3/8/1992,Al Hilal SFC (KSA),177,"Riyadh, Saudi Arabia",24.7135517,46.6752957
Saudi Arabia,15,Midfielder,ALI ALHASSAN,Ali Sadiq N,ALHASSAN,ALHASSAN,4/3/1997,Al Nassr FC (KSA),182,"Al-Hasa, Saudi Arabia",25.380026,49.5887652
Saudi Arabia,16,Midfielder,SAMI ALNAJI,Sami Khalil N,ALNAJI,SAMI,7/2/1997,Al Nassr FC (KSA),176,"Jizan, Saudi Arabia",16.8893586,42.57056740000001
Saudi Arabia,17,Defender,HASSAN ALTAMBAKTI,Hassan Mohammed O,ALTAMBAKTI,ALTAMBAKTI,9/2/1999,Al Shabab FC (KSA),182,"Riyadh, Saudi Arabia",24.7135517,46.6752957
Saudi Arabia,18,Midfielder,NAWAF ALABID,Nawaf Shaker F,ALABID,NAWAF,26/01/1990,Al Shabab FC (KSA),169,"Riyadh, Saudi Arabia",24.7135517,46.6752957
Saudi Arabia,19,Forward,HATAN BAHBRI,Hatan Sultan A,BAHBRI,HATAN,16/07/1992,Al Shabab FC (KSA),172,"Jeddah, Saudi Arabia",21.485811,39.19250479999999
Saudi Arabia,20,Forward,ABDULRAHMAN ALOBUD,Abdulrahman Ali H,ALOBUD,ALOBUD,1/6/1995,Al Ittihad FC (KSA),174,"Dammam, Saudi Arabia",26.4206828,50.0887943
Saudi Arabia,21,Goalkeeper,MOHAMMED ALOWAIS,Mohammed Khalil I,ALOWAIS,ALOWAIS,10/10/1991,Al Hilal SFC (KSA),185,"Al-Hasa, Saudi Arabia",25.380026,49.5887652
Saudi Arabia,22,Goalkeeper,NAWAF ALAQIDI,Nawaf Dhahi F,ALAQIDI,ALAQIDI,10/5/2000,Al Nassr FC (KSA),186,"Riyadh, Saudi Arabia",24.7135517,46.6752957
Saudi Arabia,23,Midfielder,MOHAMED KANNO,Mohammed Ibrahim A,KANNO,KANNO,22/09/1994,Al Hilal SFC (KSA),192,"Khobar, Saudi Arabia",26.2171906,50.1971381
Saudi Arabia,24,Midfielder,NASSER ALDAWSARI,Nasser Essa S,ALDAWSARI,NASSER,19/12/1998,Al Hilal SFC (KSA),178,"Riyadh, Saudi Arabia",24.7135517,46.6752957
Saudi Arabia,25,Forward,HAITHAM ASIRI,Haitham Mohammed A,ASIRI,HAITHAM,25/03/2001,Al Ahli SC (KSA),173,"Riyadh, Saudi Arabia",24.7135517,46.6752957
Saudi Arabia,26,Midfielder,RIYADH SHARAHILI,Riyadh Mohammed M,SHARAHILI,RIYADH,28/04/1993,Abha Club (KSA),184,"Riyadh, Saudi Arabia",24.7135517,46.6752957
Senegal,1,Goalkeeper,MENDY Edouard,Edouard Osoque,MENDY,MENDY,1/3/1992,Chelsea FC (ENG),194,"Montivilliers, France",49.542538,0.19336
Senegal,2,Defender,JAKOBS Ismail,Ismail Joshua,JAKOBS,JAKOBS,17/08/1999,AS Monaco (FRA),184,"Cologne, Germany",50.937531,6.9602786
Senegal,3,Defender,KOULIBALY Kalidou,Kalidou,KOULIBALY,KOULIBALY,20/06/1991,Chelsea FC (ENG),195,"Saint-Dié-des-Vosges, France",48.2874679,6.947767
Senegal,4,Defender,DIALLO Abdou,Abdou Lakhad,DIALLO,DIALLO,4/5/1996,RB Leipzig (GER),187,"Tours, France",47.394144,0.68484
Senegal,5,Midfielder,GUEYE Idrissa Gana,Idrissa Gana,GUEYE,GANA,26/09/1989,Everton FC (ENG),174,"Dakar, Senegal",14.716677,-17.4676861
Senegal,6,Midfielder,MENDY Nampalys,Nampalys,MENDY,NAMPALYS,23/06/1992,Leicester City FC (ENG),167,"La Seyne-sur-Mer, France",43.102976,5.878219
Senegal,7,Defender,SABALY Youssouf,Youssouf,SABALY,SABALY,5/3/1993,Real Betis (ESP),174,"Le Chesnay, France",48.8262851,2.128365
Senegal,8,Defender,KOUYATE Cheikhou,Cheikhou,KOUYATE,KOUYATE,21/12/1989,Nottingham Forest FC (ENG),189,"Dakar, Senegal",14.716677,-17.4676861
Senegal,9,Forward,NDIAYE Iliman,Iliman Cheikh Baroy,NDIAYE,ILIMAN,6/3/2000,Sheeld United FC (ENG),180,"Rouen, France",49.44323199999999,1.099971
Senegal,10,Forward,MANE Sadio,Sadio,MANÉ,MANÉ,10/4/1992,FC Bayern München (GER),175,"Bambali, Sédhiou, Senegal",12.6052118,-15.6573821
Senegal,11,Defender,MENDY Formose,Formose,MENDY,FORMOSE,2/1/2001,Amiens SC (FRA),191,"Dakar, Senegal",14.716677,-17.4676861
Senegal,12,Defender,CISSE Pape Abou,Pape Abou,CISSE,PAPE ABOU,14/09/1995,Olympiacos Piraeus FC (GRE),192,"Pikine, Senegal",14.7589446,-17.3937536
Senegal,13,Midfielder,GUEYE Pape,Pape Alassane,GUEYE,PAPE GUEYE,24/01/1999,Olympique Marseille (FRA),189,"Montreuil, France",48.863812,2.448451
Senegal,14,Defender,NAME Moustapha,Moustapha,NAME,NAME,5/5/1995,Pafos FC (CYP),183,"Dakar, Senegal",14.716677,-17.4676861
Senegal,15,Midfielder,DIATTA Krepin,Krépin,DIATTA,K DIATTA,25/02/1999,AS Monaco (FRA),173,"Dakar, Senegal",14.716677,-17.4676861
Senegal,16,Midfielder,CISS Pathe,Ismaila Pathe,CISS,PATHE,16/03/1994,Rayo Vallecano (ESP),186,"Dakar, Senegal",14.716677,-17.4676861
Senegal,17,Midfielder,SARR Pape Matar,Pape Matar,SARR,PAPE SARR,14/09/2002,Tottenham Hotspur FC (ENG),185,"Thiaroye, Senegal",14.497401,-14.452362
Senegal,18,Forward,SARR Ismaila,Ismaila,SARR,I SARR,25/02/1998,Watford FC (ENG),175,"Saint-Louis, Senegal",16.0326307,-16.4818167
Senegal,19,Forward,DIEDHIOU Famara,Famara,DIEDHIOU,DIEDHIOU,15/12/1992,Alanyaspor (TUR),192,"Saint-Louis, Senegal",16.0326307,-16.4818167
Senegal,20,Forward,DIENG Bamba,Cheikh Ahmadou Bamba Mbacke,DIENG,BAMBA,23/03/2000,Olympique Marseille (FRA),178,"Pikine, Senegal",14.7589446,-17.3937536
Senegal,21,Forward,DIA Boulaye,Boulaye,DIA,DIA,16/11/1996,US Salernitana (ITA),180,"Oyonnax, France",46.257773,5.655335
Senegal,22,Defender,BALLO-TOURE Fode,Fode,BALLO,FODE BALLO,3/1/1997,AC Milan (ITA),182,"Conflans-Sainte-Honorine, France",49.000275,2.09178
Senegal,23,Goalkeeper,DIENG Seny,Seny Timothy,DIENG,SENY,23/11/1994,Queens Park Rangers FC (ENG),195,"Zürich, Switzerland",47.3768866,8.541694
Senegal,24,Midfielder,NDIAYE Mamadou Loum,Mamadou Loum,NDIAYE,LOUM NDIAYE,30/12/1996,Reading FC (ENG),193,"Dakar, Senegal",14.716677,-17.4676861
Senegal,25,Forward,JACKSON Nicolas,Nicolas,JACKSON,JACKSON,20/06/2001,Villarreal CF (ESP),186,"Banjul, Gambia",13.454375,-16.5753186
Senegal,26,Goalkeeper,GOMIS Alfred,Amigo Alfred Junior,GOMIS,GOMIS,5/9/1993,Stade Rennais FC (FRA),196,"Ziguinchor, Senegal",12.5641479,-16.2639825
Serbia,1,Goalkeeper,DMITROVIC Marko,Marko,DMITROVIĆ,DMITROVIĆ,24/01/1992,Sevilla FC (ESP),194,"Subotica, SR Serbia, SFR Yugoslavia",46.09695809999999,19.65763
Serbia,2,Defender,PAVLOVIC Strahinja,Strahinja,PAVLOVIĆ,PAVLOVIĆ,24/05/2001,FC Red Bull Salzburg (AUT),194,"Šabac, Serbia, FR Yugoslavia",44.755274,19.692337
Serbia,3,Defender,ERAKOVIC Strahinja,Strahinja,ERAKOVIĆ,ERAKOVIĆ,22/01/2001,FK Crvena Zvezda (SRB),184,"Batajnica, FR Yugoslavia",44.9061323,20.2748158
Serbia,4,Defender,MILENKOVIC Nikola,Nikola,MILENKOVIĆ,MILENKOVIĆ,12/10/1997,ACF Fiorentina (ITA),195,"Belgrade, Serbia, FR Yugoslavia",44.8125449,20.46123
Serbia,5,Defender,VELJKOVIC Milos,Miloš,VELJKOVIĆ,VELJKOVIĆ,26/09/1995,SV Werder Bremen (GER),188,"Basel, Switzerland",47.5595986,7.5885761
Serbia,6,Midfielder,MAKSIMOVIC Nemanja,Nemanja,MAKSIMOVIĆ,MAKSIMOVIĆ,26/01/1995,Getafe CF (ESP),189,"Banja Koviljača, FR Yugoslavia",44.514849,19.1539547
Serbia,7,Forward,RADONJIC Nemanja,Nemanja,RADONJIĆ,RADONJIĆ,15/02/1996,Torino FC (ITA),185,"Niš, Serbia, FR Yugoslavia",43.320926,21.8954069
Serbia,8,Midfielder,GUDELJ Nemanja,Nemanja,GUDELJ,GUDELJ,16/11/1991,Sevilla FC (ESP),187,"Belgrade, SR Serbia, SFR Yugoslavia",44.8125449,20.46123
Serbia,9,Forward,MITROVIC Aleksandar,Aleksandar,MITROVIĆ,A. MITROVIĆ,16/09/1994,Fulham FC (ENG),189,"Serbia, FR Yugoslavia",44.016521,21.005859
Serbia,10,Forward,TADIC Dusan,Dušan,TADIĆ,TADIĆ,20/11/1988,AFC Ajax (NED),181,"Bačka Topola, SR Serbia, SFR Yugoslavia",45.8129152,19.6300949
Serbia,11,Forward,JOVIC Luka,Luka,JOVIĆ,JOVIĆ,23/12/1997,ACF Fiorentina (ITA),181,"Loznica, Serbia, FR Yugoslavia",44.5337858,19.2237849
Serbia,12,Goalkeeper,RAJKOVIC Predrag,Predrag,RAJKOVIĆ,RAJKOVIĆ,31/10/1995,RCD Mallorca (ESP),191,"Negotin, Serbia, FR Yugoslavia",44.2332308,22.5298368
Serbia,13,Defender,MITROVIC Stefan,Stefan,MITROVIĆ,S. MITROVIĆ,22/05/1990,Getafe CF (ESP),189,"Belgrade, SR Serbia, SFR Yugoslavia",44.8125449,20.46123
Serbia,14,Midfielder,ZIVKOVIC Andrija,Andrija,ŽIVKOVIĆ,ŽIVKOVIĆ,11/7/1996,PAOK Saloniki (GRE),170,"Niš, Serbia, FR Yugoslavia",43.320926,21.8954069
Serbia,15,Defender,BABIC Srdjan,Srđan,BABIĆ,BABIĆ,22/04/1996,UD Almería (ESP),195,"Banja Luka, Bosnia and Herzegovina",44.7721811,17.191
Serbia,16,Midfielder,LUKIC Sasa,Saša,LUKIĆ,LUKIĆ,13/08/1996,Torino FC (ITA),183,"Šabac, Serbia, FR Yugoslavia",44.755274,19.692337
Serbia,17,Midfielder,KOSTIC Filip,Filip,KOSTIĆ,KOSTIĆ,1/11/1992,Juventus FC (ITA),184,"Kragujevac, Serbia, FR Yugoslavia",44.0127932,20.9114225
Serbia,18,Forward,VLAHOVIC Dusan,Dušan,VLAHOVIĆ,VLAHOVIĆ,28/01/2000,Juventus FC (ITA),190,"Belgrade, Serbia, FR Yugoslavia",44.8125449,20.46123
Serbia,19,Midfielder,RACIC Uros,Uroš,RAČIĆ,RAČIĆ,17/03/1998,SC Braga (POR),193,"Kraljevo, Serbia, FR Yugoslavia",43.7238483,20.6872542
Serbia,20,Midfielder,MILINKOVIC-SAVIC Sergej,Sergej,MILINKOVIĆ-SAVIĆ,SERGEJ,27/02/1995,SS Lazio (ITA),192,"Lleida, Spain",41.61772209999999,0.6200205999999999
Serbia,21,Forward,DJURICIC Filip,Filip,ĐURIČIĆ,ĐURIČIĆ,30/01/1992,UC Sampdoria (ITA),176,"Obrenovac, SR Serbia, Yugoslavia",44.6536553,20.2000541
Serbia,22,Midfielder,LAZOVIC Darko,Darko,LAZOVIĆ,LAZOVIĆ,15/09/1990,Hellas Verona FC (ITA),181,"Čačak, SFR Yugoslavia",43.8913677,20.3506051
Serbia,23,Goalkeeper,MILINKOVIC-SAVIC Vanja,Vanja,MILINKOVIĆ SAVIĆ,VANJA,20/02/1997,Torino FC (ITA),202,"Orense, Spain",42.33578929999999,-7.863880999999998
Serbia,24,Midfielder,ILIC Ivan,Ivan,ILIĆ,ILIĆ,17/03/2001,Hellas Verona FC (ITA),182,"Niš, FR Yugoslavia",43.320926,21.8954069
Serbia,25,Defender,MLADENOVIC Filip,Filip,MLADENOVIĆ,MLADENOVIĆ,15/08/1991,Legia Warsaw (POL),181,"Čačak, SR Serbia, Yugoslavia",43.8913677,20.3506051
Serbia,26,Midfielder,GRUJIC Marko,Marko,GRUJIĆ,GRUJIĆ,13/4/1996,FC Porto (POR),191,"Belgrade, Serbia, FR Yugoslavia",44.8125449,20.46123
Spain,1,Goalkeeper,SANCHEZ Robert,Robert,LYNCH SÁNCHEZ,SÁNCHEZ,18/11/1997,Brighton & Hove Albion FC (ENG),197,"Cartagena, Spain",37.6156944,-0.9892242
Spain,2,Defender,AZPILICUETA Cesar,César,AZPILICUETA TANCO,AZPILICUETA,28/08/1989,Chelsea FC (ENG),178,"Zizur Mayor, Spain",42.7855575,-1.6882181
Spain,3,Defender,GARCIA Eric,Eric,GARCÍA MARTRET,ERIC,9/1/2001,FC Barcelona (ESP),182,"Martorell, Spain",41.4777114,1.9177343
Spain,4,Defender,TORRES Pau,Pau,FRANCISCO TORRES,PAU,16/01/1997,Villarreal CF (ESP),191,"Villarreal, Spain",39.9397706,-0.1005932
Spain,5,Midfielder,BUSQUETS Sergio,Sergio,BUSQUETS BURGOS,SERGIO,16/07/1988,FC Barcelona (ESP),189,"Sabadell, Spain",41.5462745,2.1086131
Spain,6,Midfielder,LLORENTE Marcos,Marcos,LLORENTE MORENO,M. LLORENTE,30/01/1995,CA Atlético Madrid (ESP),184,"Madrid, Spain",40.4167754,-3.7037902
Spain,7,Forward,MORATA Alvaro,Álvaro Borja,MORATA MARTÍN,MORATA,23/10/1992,CA Atlético Madrid (ESP),188,"Madrid, Spain",40.4167754,-3.7037902
Spain,8,Midfielder,KOKE,Jorge,RESURRECCIÓN MERODIO,KOKE,8/1/1992,CA Atlético Madrid (ESP),176,"Madrid, Spain",40.4167754,-3.7037902
Spain,9,Midfielder,GAVI,Pablo,PAEZ GAVIRA,GAVI,5/8/2004,FC Barcelona (ESP),173,"Los Palacios y Villafranca, Spain",37.1584636,-5.9244808
Spain,10,Forward,ASENSIO Marco,Marco,ASENSIO WILLEMSEN,M. ASENSIO,21/01/1996,Real Madrid CF (ESP),175,"Palma, Spain",39.5696005,2.6501603
Spain,11,Forward,TORRES Ferran,Ferran,TORRES GARCÍA,FERRAN,29/02/2000,FC Barcelona (ESP),184,"Foios, Spain",39.5363435,-0.3524784
Spain,12,Forward,WILLIAMS Nico,Nicholas,WILLIAMS ARTHUER,WILLIAMS JR.,12/7/2002,Athletic Club (ESP),181,"Pamplona, Navarre, Spain",42.812526,-1.6457745
Spain,13,Goalkeeper,RAYA David,David,RAYA MARTÍN,RAYA,15/09/1995,Brentford FC (ENG),183,"Barcelona, Spain",41.3873974,2.168568
Spain,14,Defender,GAYA Jose,José Luis,GAYÀ PEÑA,GAYÀ,25/05/1995,Valencia CF (ESP),172,"Pedreguer, Spain",38.7930797,0.0338198
Spain,15,Defender,GUILLAMON Hugo,Hugo,GUILLAMÓN SANMARTÍN,HUGO G.,31/01/2000,Valencia CF (ESP),178,"San Sebastián, Spain",43.318334,-1.9812313
Spain,16,Midfielder,RODRI,Rodrigo,HERNÁNDEZ CASCANTE,RODRIGO,22/06/1996,Manchester City FC (ENG),190,"Madrid, Spain",40.4167754,-3.7037902
Spain,17,Forward,PINO Yeremy,Yeremy Jesús,PINO SANTOS,YEREMY,20/10/2002,Villarreal CF (ESP),172,"Las Palmas, Spain",28.1008837,-15.4653897
Spain,18,Defender,ALBA Jordi,Jordi,ALBA RAMOS,JORDI ALBA,21/03/1989,FC Barcelona (ESP),170,"L'Hospitalet de Llobregat, Spain",41.3661865,2.1164942
Spain,19,Midfielder,SOLER Carlos,Carlos,SOLER BARRAGAN,C. SOLER,2/1/1997,Paris Saint-Germain FC (FRA),180,"Valencia, Spain",39.4699075,-0.3762881
Spain,20,Defender,CARVAJAL Dani,Daniel,CARVAJAL RAMOS,CARVAJAL,11/1/1992,Real Madrid CF (ESP),173,"Leganés, Spain",40.3319506,-3.7686545
Spain,21,Forward,OLMO Dani,Daniel,OLMO CARVAJAL,OLMO,7/5/1998,RB Leipzig (GER),179,"Terrassa, Spain",41.56314820000001,2.0054917
Spain,22,Forward,SARABIA Pablo,Pablo,SARABIA GARCIA,SARABIA,11/5/1992,Paris Saint-Germain FC (FRA),179,"Madrid, Spain",40.4167754,-3.7037902
Spain,23,Goalkeeper,SIMON Unai,Unai,SIMÓN MENDIBIL,UNAI SIMÓN,11/6/1997,Athletic Club (ESP),190,"Vitoria-Gasteiz, Spain",42.8531869,-2.6732421
Spain,24,Defender,LAPORTE Aymeric,Aymeric,LAPORTE FEVRE,LAPORTE,27/05/1994,Manchester City FC (ENG),189,"Agen, France",44.203142,0.616363
Spain,25,Forward,FATI Ansu,Anssumane,FATI VIEIRA,ANSU FATI,31/10/2002,FC Barcelona (ESP),178,"Bissau, Guinea-Bissau",11.803749,-15.180413
Spain,26,Midfielder,PEDRI,Pedro,GONZÁLEZ LÓPEZ,PEDRI,25/11/2002,FC Barcelona (ESP),174,"Bajamar, Spain",28.5541817,-16.3445395
Switzerland,1,Goalkeeper,SOMMER Yann,Yann,SOMMER,SOMMER,17/12/1988,VfL Borussia Mönchengladbach (GER),183,"Morges, Switzerland",46.5088127,6.496130099999999
Switzerland,2,Defender,FERNANDES Edimilson,Edimilson,FERNANDES RIBEIRO,FERNANDES,15/04/1996,FSV Mainz 05 (GER),190,"Sion, Switzerland",46.2331221,7.360625999999999
Switzerland,3,Defender,WIDMER Silvan,Silvan Dominic,WIDMER,WIDMER,5/3/1993,FSV Mainz 05 (GER),183,"Aarau, Switzerland",47.390434,8.0457015
Switzerland,4,Defender,ELVEDI Nico,Nico,ELVEDI,ELVEDI,30/09/1996,VfL Borussia Mönchengladbach (GER),187,"Zürich, Switzerland",47.3768866,8.541694
Switzerland,5,Defender,AKANJI Manuel,Manuel Obafemi,AKANJI,AKANJI,19/07/1995,Manchester City FC (ENG),186,"Neftenbach, Switzerland",47.5266537,8.6688227
Switzerland,6,Midfielder,ZAKARIA Denis,Denis Lemi,ZAKARIA LAKO LADO,ZAKARIA,20/11/1996,Chelsea FC (ENG),189,"Geneva, Switzerland",46.2043907,6.1431577
Switzerland,7,Forward,EMBOLO Breel,Breel Donald,EMBOLO,EMBOLO,14/02/1997,AS Monaco (FRA),184,"Yaoundé, Cameroon",3.8480325,11.5020752
Switzerland,8,Midfielder,FREULER Remo,Remo Marco,FREULER,FREULER,15/04/1992,Nottingham Forest FC (ENG),181,"Ennenda, Switzerland",47.0338781,9.0775529
Switzerland,9,Forward,SEFEROVIC Haris,Haris,SEFEROVIC,SEFEROVIC,22/02/1992,Galatasaray SK (TUR),186,"Sursee, Switzerland",47.1714819,8.111131199999999
Switzerland,10,Midfielder,XHAKA Granit,Granit,XHAKA,XHAKA,27/09/1992,Arsenal FC (ENG),183,"Basel, Switzerland",47.5595986,7.5885761
Switzerland,11,Defender,STEFFEN Renato,Renato,STEFFEN,STEFFEN,3/11/1991,FC Lugano (SUI),170,"Aarau, Switzerland",47.390434,8.0457015
Switzerland,12,Goalkeeper,OMLIN Jonas,Jonas,OMLIN,OMLIN,10/1/1994,Montpellier HSC (FRA),190,"Sarnen, Switzerland",46.8959313,8.245675799999999
Switzerland,13,Defender,RODRIGUEZ Ricardo,Ricardo Ivan,RODRIGUEZ ARAYA,RODRIGUEZ,25/08/1992,Torino FC (ITA),180,"Zürich, Switzerland",47.3768866,8.541694
Switzerland,14,Midfielder,AEBISCHER Michel,Michel,AEBISCHER,AEBISCHER,6/1/1997,Bologna FC (ITA),183,"Fribourg, Switzerland",46.8064773,7.161971899999999
Switzerland,15,Midfielder,SOW Djibril,Mohameth Djibril Ibrahima,SOW,SOW,6/2/1997,Eintracht Frankfurt (GER),183,"Zürich, Switzerland",47.3768866,8.541694
Switzerland,16,Midfielder,FASSNACHT Christian,Christian Andreas,FASSNACHT,FASSNACHT,11/11/1993,BSC Young Boys (SUI),185,"Zürich, Switzerland",47.3768866,8.541694
Switzerland,17,Forward,VARGAS Ruben,Ruben Estephan,VARGAS MARITNEZ,VARGAS,5/8/1998,FC Augsburg (GER),179,"Adligenswil, Switzerland",47.071186,8.3647405
Switzerland,18,Defender,COEMERT Eray,Eray Ervin,CÖMERT,CÖMERT,4/2/1998,Valencia CF (ESP),183,"	Basel, Switzerland",47.5595986,7.5885761
Switzerland,19,Forward,OKAFOR Noah,Noah Arinzechukwu,OKAFOR,OKAFOR,24/05/2000,FC Red Bull Salzburg (AUT),185,"Binningen, Switzerland",47.53786969999999,7.570987799999998
Switzerland,20,Midfielder,FREI Fabian,Fabian,FREI,FREI,8/1/1989,FC Basel (SUI),183,"Frauenfeld, Switzerland",47.5535997,8.8987541
Switzerland,21,Goalkeeper,KOBEL Gregor,Gregor,KOBEL,KOBEL,6/12/1997,Borussia Dortmund (GER),194,"Zürich, Switzerland",47.3768866,8.541694
Switzerland,22,Defender,SCHAER Fabian,Fabian Lukas,SCHÄR,SCHÄR,20/12/1991,Newcastle United FC (ENG),186,"Wil, Switzerland",47.4635617,9.0479097
Switzerland,23,Midfielder,SHAQIRI Xherdan,Xherdan,SHAQIRI,SHAQIRI,10/10/1991,Chicago Fire (USA),169,"Gnjilane, SR Serbia, SFR Yugoslavia",42.4635206,21.4694011
Switzerland,24,Goalkeeper,KOEHN Philipp,Philipp Francois,KÖHN,KÖHN,2/4/1998,FC Red Bull Salzburg (AUT),190,"Dinslaken, Germany",51.5674264,6.747534
Switzerland,25,Midfielder,RIEDER Fabian,Fabian,RIEDER,RIEDER,16/02/2002,BSC Young Boys (SUI),181,"Koppigen, Switzerland",47.133724,7.6017869
Switzerland,26,Midfielder,JASHARI Ardon,Ardon,JASHARI,JASHARI,30/07/2002,FC Luzern (SUI),181,"Cham, Switzerland",47.181225,8.4592089
Tunisia,1,Goalkeeper,MATHLOUTHI Aymen,Aymen,MATHLOUTHI,MATHLOUTHI,14/09/1984,Étoile Du Sahel (TUN),182,"Tunis, Tunisia",36.8064948,10.1815316
Tunisia,2,Defender,IFA Bilel,Bilel,IFA,IFA,9/3/1990,Al Kuwait SC (KUW),185,"Aryanah, Tunisia",36.8665367,10.1647233
Tunisia,3,Defender,TALBI Montassar,Montassar Omar,TALBI,TALBI,26/05/1998,FC Lorient (FRA),190,"Paris, France",48.856614,2.3522219
Tunisia,4,Defender,MERIAH Yassine,Yassine,MERIAH,MERIAH,2/7/1993,Espérance Tunis (TUN),183,"Aryanah, Tunisia",36.8665367,10.1647233
Tunisia,5,Midfielder,GHANDRI Nader,Nader,GHANDRI,GHANDRI,18/02/1995,Club Africain (TUN),196,"Aubervilliers, France",48.912259,2.384049
Tunisia,6,Defender,BRONN Dylan,Dylan Daniel Mahmoud,BRONN,BRONN,19/06/1995,US Salernitana (ITA),186,"Cannes, France",43.552847,7.017369
Tunisia,7,Forward,MSAKNI Youssef,Youssef,MSAKNI,MSAKNI,28/10/1990,Al Arabi SC (QAT),175,"Tunis, Tunisia",36.8064948,10.1815316
Tunisia,8,Midfielder,MEJBRI Hannibal,Hannibal,MEJBRI,HANNIBAL,21/01/2003,Birmingham City FC (ENG),177,"Ivry-sur-Seine, France",48.813055,2.38822
Tunisia,9,Forward,JEBALI Issam,Issam,JEBALI,JEBALI,25/12/1991,Odense BK (DEN),182,"Majaz al Bab, Tunisia",36.6484118,9.6146499
Tunisia,10,Forward,KHAZRI Wahbi,Wahbi,KHAZRI,KHAZRI,8/2/1991,Montpellier HSC (FRA),182,"Ajaccio, Corsica, France",41.919229,8.738635
Tunisia,11,Forward,KHENISSI Taha Yassine,Taha Yassine,KHENISSI,KHENISSI,6/1/1992,Al Kuwait SC (KUW),180,"Zarzis, Tunisia",33.5041035,11.0881494
Tunisia,12,Defender,MAALOUL Ali,Ali,MAALOUL,MAALOUL,1/1/1990,Al Ahly SC (EGY),175,"Sfax, Tunisia",34.739822,10.7600196
